SAP Num,Manufacturer part no.,Base model code,Processor,Memory,HDD,Graphics,Mouse and Trackpad,Keyboard Options,VESA Mount,Power,Colour,Stock,ALP,DAC
5155203,Z0VX_2000415997_CTO,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,8GB 2666MHz DDR4,256GB SSD Storage,Radeon Pro 555X with 2GB video memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,1190.833333,1156.37
,NOT YET CONFIGURED,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,8GB 2666MHz DDR4,256GB SSD Storage,Radeon Pro 555X with 2GB video memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,1224.163333,1188.45
5155148,Z0VX_44_GB_CTO,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,8GB 2666MHz DDR4,256GB SSD Storage,Radeon Pro 555X with 2GB video memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,1232.503333,1196.47
,NOT YET CONFIGURED,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,8GB 2666MHz DDR4,256GB SSD Storage,Radeon Pro 555X with 2GB video memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,1265.833333,1228.55
5155149,Z0VX_45_GB_CTO,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,8GB 2666MHz DDR4,256GB SSD Storage,Radeon Pro 555X with 2GB video memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,1298.333333,1260.63
,NOT YET CONFIGURED,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,8GB 2666MHz DDR4,256GB SSD Storage,Radeon Pro 555X with 2GB video memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,1331.663333,1292.71
5155204,Z0VX_2000428863_CTO,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,8GB 2666MHz DDR4,512GB SSD storage,Radeon Pro 555X with 2GB video memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,1340.833333,1301.73
5356648,Z0VZ_2000439672_CTO,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,8GB 2666MHz DDR4,512GB SSD storage,Radeon Pro 555X with 2GB video memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,1374.163333,1333.81
5155150,Z0VX_46_GB_CTO,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,8GB 2666MHz DDR4,512GB SSD storage,Radeon Pro 555X with 2GB video memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,1382.503333,1341.83
,NOT YET CONFIGURED,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,8GB 2666MHz DDR4,512GB SSD storage,Radeon Pro 555X with 2GB video memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,1415.833333,1373.91
5155151,Z0VX_47_GB_CTO,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,8GB 2666MHz DDR4,512GB SSD storage,Radeon Pro 555X with 2GB video memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,1448.333333,1405.99
,NOT YET CONFIGURED,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,8GB 2666MHz DDR4,512GB SSD storage,Radeon Pro 555X with 2GB video memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,1481.663333,1438.07
5155205,Z0VX_2000431382_CTO,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,8GB 2666MHz DDR4,1TB SSD storage,Radeon Pro 555X with 2GB video memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,1490.833333,1448.1
,NOT YET CONFIGURED,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,8GB 2666MHz DDR4,1TB SSD storage,Radeon Pro 555X with 2GB video memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,1524.163333,1480.18
5155152,Z0VX_48_GB_CTO,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,8GB 2666MHz DDR4,1TB SSD storage,Radeon Pro 555X with 2GB video memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,1532.503333,1488.2
,NOT YET CONFIGURED,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,8GB 2666MHz DDR4,1TB SSD storage,Radeon Pro 555X with 2GB video memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,1565.833333,1520.28
5155153,Z0VX_49_GB_CTO,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,8GB 2666MHz DDR4,1TB SSD storage,Radeon Pro 555X with 2GB video memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,1598.333333,1552.36
,NOT YET CONFIGURED,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,8GB 2666MHz DDR4,1TB SSD storage,Radeon Pro 555X with 2GB video memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,1631.663333,1584.44
5155198,Z0VX_2000413450_CTO,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,16GB 2666MHz DDR4,1TB Serial ATA Drive,Radeon Pro 555X with 2GB video memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,1190.833333,1156.37
,NOT YET CONFIGURED,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,16GB 2666MHz DDR4,1TB Serial ATA Drive,Radeon Pro 555X with 2GB video memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,1224.163333,1188.45
5155138,Z0VX_34_GB_CTO,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,16GB 2666MHz DDR4,1TB Serial ATA Drive,Radeon Pro 555X with 2GB video memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,1232.503333,1196.47
,NOT YET CONFIGURED,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,16GB 2666MHz DDR4,1TB Serial ATA Drive,Radeon Pro 555X with 2GB video memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,1265.833333,1228.55
5155139,Z0VX_35_GB_CTO,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,16GB 2666MHz DDR4,1TB Serial ATA Drive,Radeon Pro 555X with 2GB video memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,1298.333333,1260.63
,NOT YET CONFIGURED,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,16GB 2666MHz DDR4,1TB Serial ATA Drive,Radeon Pro 555X with 2GB video memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,1331.663333,1292.71
5149652,Z0VX_2000413446_CTO,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,16GB 2666MHz DDR4,1TB Fusion Drive Storage,Radeon Pro 555X with 2GB video memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,1265.833333,1229.55
,NOT YET CONFIGURED,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,16GB 2666MHz DDR4,1TB Fusion Drive Storage,Radeon Pro 555X with 2GB video memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,1299.163333,1261.63
5155162,Z0VX_2000428862_CTO,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,16GB 2666MHz DDR4,1TB Fusion Drive Storage,Radeon Pro 555X with 2GB video memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,1307.503333,1269.65
,NOT YET CONFIGURED,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,16GB 2666MHz DDR4,1TB Fusion Drive Storage,Radeon Pro 555X with 2GB video memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,1340.833333,1301.73
5155163,Z0VX_59_GB_CTO,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,16GB 2666MHz DDR4,1TB Fusion Drive Storage,Radeon Pro 555X with 2GB video memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,1373.333333,1333.81
,NOT YET CONFIGURED,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,16GB 2666MHz DDR4,1TB Fusion Drive Storage,Radeon Pro 555X with 2GB video memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,1406.663333,1365.89
5149653,Z0VX_2000411372_CTO,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,16GB 2666MHz DDR4,256GB SSD Storage,Radeon Pro 555X with 2GB video memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,1340.833333,1302.74
,NOT YET CONFIGURED,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,16GB 2666MHz DDR4,256GB SSD Storage,Radeon Pro 555X with 2GB video memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,1374.163333,1334.82
5155164,Z0VX_60_GB_CTO,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,16GB 2666MHz DDR4,256GB SSD Storage,Radeon Pro 555X with 2GB video memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,1382.503333,1342.84
,NOT YET CONFIGURED,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,16GB 2666MHz DDR4,256GB SSD Storage,Radeon Pro 555X with 2GB video memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,1415.833333,1374.92
5155165,Z0VX_61_GB_CTO,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,16GB 2666MHz DDR4,256GB SSD Storage,Radeon Pro 555X with 2GB video memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,1448.333333,1407
,NOT YET CONFIGURED,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,16GB 2666MHz DDR4,256GB SSD Storage,Radeon Pro 555X with 2GB video memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,1481.663333,1439.08
5149654,Z0VX_2000419281_CTO,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,16GB 2666MHz DDR4,512GB SSD storage,Radeon Pro 555X with 2GB video memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,1490.833333,1448.1
5245936,Z0VZ_2000415470_CTO,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,16GB 2666MHz DDR4,512GB SSD storage,Radeon Pro 555X with 2GB video memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,1524.163333,1480.18
5155166,Z0VX_62_GB_CTO,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,16GB 2666MHz DDR4,512GB SSD storage,Radeon Pro 555X with 2GB video memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,1532.503333,1488.2
,NOT YET CONFIGURED,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,16GB 2666MHz DDR4,512GB SSD storage,Radeon Pro 555X with 2GB video memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,1565.833333,1520.28
5155167,Z0VX_63_GB_CTO,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,16GB 2666MHz DDR4,512GB SSD storage,Radeon Pro 555X with 2GB video memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,1598.333333,1552.36
,NOT YET CONFIGURED,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,16GB 2666MHz DDR4,512GB SSD storage,Radeon Pro 555X with 2GB video memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,1631.663333,1584.44
5149655,Z0VX_2000432974_CTO,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,16GB 2666MHz DDR4,1TB SSD storage,Radeon Pro 555X with 2GB video memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,1640.833333,1594.47
,NOT YET CONFIGURED,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,16GB 2666MHz DDR4,1TB SSD storage,Radeon Pro 555X with 2GB video memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,1674.163333,1626.55
5155168,Z0VX_64_GB_CTO,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,16GB 2666MHz DDR4,1TB SSD storage,Radeon Pro 555X with 2GB video memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,1682.503333,1634.57
,NOT YET CONFIGURED,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,16GB 2666MHz DDR4,1TB SSD storage,Radeon Pro 555X with 2GB video memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,1715.833333,1666.65
5155169,Z0VX_65_GB_CTO,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,16GB 2666MHz DDR4,1TB SSD storage,Radeon Pro 555X with 2GB video memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,1748.333333,1698.73
,NOT YET CONFIGURED,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,16GB 2666MHz DDR4,1TB SSD storage,Radeon Pro 555X with 2GB video memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,1781.663333,1730.81
5155199,Z0VX_2000466514_CTO,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,32GB 2666MHz DDR4,1TB Serial ATA Drive,Radeon Pro 555X with 2GB video memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,1490.833333,1448.1
,NOT YET CONFIGURED,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,32GB 2666MHz DDR4,1TB Serial ATA Drive,Radeon Pro 555X with 2GB video memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,1524.163333,1480.18
5155140,Z0VX_36_GB_CTO,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,32GB 2666MHz DDR4,1TB Serial ATA Drive,Radeon Pro 555X with 2GB video memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,1532.503333,1488.2
,NOT YET CONFIGURED,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,32GB 2666MHz DDR4,1TB Serial ATA Drive,Radeon Pro 555X with 2GB video memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,1565.833333,1520.28
5155141,Z0VX_37_GB_CTO,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,32GB 2666MHz DDR4,1TB Serial ATA Drive,Radeon Pro 555X with 2GB video memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,1598.333333,1552.36
,NOT YET CONFIGURED,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,32GB 2666MHz DDR4,1TB Serial ATA Drive,Radeon Pro 555X with 2GB video memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,1631.663333,1584.44
5149656,Z0VX_2000432975_CTO,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,32GB 2666MHz DDR4,1TB Fusion Drive Storage,Radeon Pro 555X with 2GB video memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,1565.833333,1521.28
,NOT YET CONFIGURED,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,32GB 2666MHz DDR4,1TB Fusion Drive Storage,Radeon Pro 555X with 2GB video memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,1599.163333,1553.36
5155170,Z0VX_66_GB_CTO,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,32GB 2666MHz DDR4,1TB Fusion Drive Storage,Radeon Pro 555X with 2GB video memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,1607.503333,1561.38
,NOT YET CONFIGURED,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,32GB 2666MHz DDR4,1TB Fusion Drive Storage,Radeon Pro 555X with 2GB video memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,1640.833333,1593.46
5155171,Z0VX_67_GB_CTO,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,32GB 2666MHz DDR4,1TB Fusion Drive Storage,Radeon Pro 555X with 2GB video memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,1673.333333,1625.54
,NOT YET CONFIGURED,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,32GB 2666MHz DDR4,1TB Fusion Drive Storage,Radeon Pro 555X with 2GB video memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,1706.663333,1657.62
5149657,Z0VX_2000439865_CTO,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,32GB 2666MHz DDR4,256GB SSD Storage,Radeon Pro 555X with 2GB video memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,1640.833333,1594.47
,NOT YET CONFIGURED,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,32GB 2666MHz DDR4,256GB SSD Storage,Radeon Pro 555X with 2GB video memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,1674.163333,1626.55
5155172,Z0VX_68_GB_CTO,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,32GB 2666MHz DDR4,256GB SSD Storage,Radeon Pro 555X with 2GB video memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,1682.503333,1634.57
,NOT YET CONFIGURED,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,32GB 2666MHz DDR4,256GB SSD Storage,Radeon Pro 555X with 2GB video memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,1715.833333,1666.65
5155173,Z0VX_69_GB_CTO,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,32GB 2666MHz DDR4,256GB SSD Storage,Radeon Pro 555X with 2GB video memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,1748.333333,1698.73
,NOT YET CONFIGURED,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,32GB 2666MHz DDR4,256GB SSD Storage,Radeon Pro 555X with 2GB video memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,1781.663333,1730.81
5149658,Z0VX_2000451417_CTO,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,32GB 2666MHz DDR4,512GB SSD storage,Radeon Pro 555X with 2GB video memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,1790.833333,1739.83
,NOT YET CONFIGURED,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,32GB 2666MHz DDR4,512GB SSD storage,Radeon Pro 555X with 2GB video memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,1824.163333,1771.91
5155174,Z0VX_70_GB_CTO,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,32GB 2666MHz DDR4,512GB SSD storage,Radeon Pro 555X with 2GB video memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,1832.503333,1779.93
,NOT YET CONFIGURED,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,32GB 2666MHz DDR4,512GB SSD storage,Radeon Pro 555X with 2GB video memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,1865.833333,1812.01
5155175,Z0VX_71_GB_CTO,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,32GB 2666MHz DDR4,512GB SSD storage,Radeon Pro 555X with 2GB video memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,1898.333333,1844.09
,NOT YET CONFIGURED,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,32GB 2666MHz DDR4,512GB SSD storage,Radeon Pro 555X with 2GB video memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,1931.663333,1876.17
5149659,Z0VX_2000478891_CTO,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,32GB 2666MHz DDR4,1TB SSD storage,Radeon Pro 555X with 2GB video memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,1940.833333,1886.2
,NOT YET CONFIGURED,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,32GB 2666MHz DDR4,1TB SSD storage,Radeon Pro 555X with 2GB video memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,1974.163333,1918.28
5155176,Z0VX_72_GB_CTO,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,32GB 2666MHz DDR4,1TB SSD storage,Radeon Pro 555X with 2GB video memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,1982.503333,1926.3
,NOT YET CONFIGURED,MRT32B/A,3.6GHz quad-core 8th-generation Intel Core i3 processor,32GB 2666MHz DDR4,1TB SSD storage,Radeon Pro 555X with 2GB video memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2015.833333,1958.38
