SAP Num,Manufacturer part no.,Base model code,Processor,Memory,HDD,Graphics,Mouse and Trackpad,Keyboard Options,VESA Mount,Power,Colour,Stock,ALP,DAC
,NOT YET CONFIGURED,MRR02B/A,3.1GHz 6-core 8th-generation Intel Core i5 processor,32GB 2666MHz DDR4,1TB SSD,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2589.996667,2514.35
5184330,Z0VR_2000432892_CTO,MRR02B/A,3.1GHz 6-core 8th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,1TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2374.166667,2304.82
,NOT YET CONFIGURED,MRR02B/A,3.1GHz 6-core 8th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,1TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2407.496667,2336.9
5184422,Z0VR_56_GB_CTO,MRR02B/A,3.1GHz 6-core 8th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,1TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2415.836667,2344.92
,NOT YET CONFIGURED,MRR02B/A,3.1GHz 6-core 8th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,1TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2449.166667,2377
5184423,Z0VR_57_GB_CTO,MRR02B/A,3.1GHz 6-core 8th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,1TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2481.666667,2409.08
,NOT YET CONFIGURED,MRR02B/A,3.1GHz 6-core 8th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,1TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2514.996667,2441.16
5184374,Z0VR_28_GB_CTO,MRR02B/A,3.1GHz 6-core 8th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,2TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2524.166667,2451.19
,NOT YET CONFIGURED,MRR02B/A,3.1GHz 6-core 8th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,2TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2557.496667,2483.27
5189114,Z0VR_104_GB_CTO,MRR02B/A,3.1GHz 6-core 8th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,2TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2565.836667,2491.29
,NOT YET CONFIGURED,MRR02B/A,3.1GHz 6-core 8th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,2TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2599.166667,2523.37
5189115,Z0VR_105_GB_CTO,MRR02B/A,3.1GHz 6-core 8th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,2TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2631.666667,2555.45
,NOT YET CONFIGURED,MRR02B/A,3.1GHz 6-core 8th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,2TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2664.996667,2587.53
5184375,Z0VR_29_GB_CTO,MRR02B/A,3.1GHz 6-core 8th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,3TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2599.166667,2523.37
,NOT YET CONFIGURED,MRR02B/A,3.1GHz 6-core 8th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,3TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2632.496667,2555.45
5189116,Z0VR_106_GB_CTO,MRR02B/A,3.1GHz 6-core 8th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,3TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2640.836667,2563.47
,NOT YET CONFIGURED,MRR02B/A,3.1GHz 6-core 8th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,3TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2674.166667,2595.55
5189117,Z0VR_107_GB_CTO,MRR02B/A,3.1GHz 6-core 8th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,3TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2706.666667,2627.63
,NOT YET CONFIGURED,MRR02B/A,3.1GHz 6-core 8th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,3TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2739.996667,2659.71
5184376,Z0VR_30_GB_CTO,MRR02B/A,3.1GHz 6-core 8th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,256GB SSD,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2449.166667,2378
,NOT YET CONFIGURED,MRR02B/A,3.1GHz 6-core 8th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,256GB SSD,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2482.496667,2410.08
5189118,Z0VR_108_GB_CTO,MRR02B/A,3.1GHz 6-core 8th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,256GB SSD,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2490.836667,2418.1
,NOT YET CONFIGURED,MRR02B/A,3.1GHz 6-core 8th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,256GB SSD,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2524.166667,2450.18
5189119,Z0VR_109_GB_CTO,MRR02B/A,3.1GHz 6-core 8th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,256GB SSD,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2556.666667,2482.26
,NOT YET CONFIGURED,MRR02B/A,3.1GHz 6-core 8th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,256GB SSD,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2589.996667,2514.34
5184377,Z0VR_31_GB_CTO,MRR02B/A,3.1GHz 6-core 8th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,512GB SSD,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2599.166667,2523.37
,NOT YET CONFIGURED,MRR02B/A,3.1GHz 6-core 8th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,512GB SSD,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2632.496667,2555.45
5189120,Z0VR_110_GB_CTO,MRR02B/A,3.1GHz 6-core 8th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,512GB SSD,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2640.836667,2563.47
,NOT YET CONFIGURED,MRR02B/A,3.1GHz 6-core 8th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,512GB SSD,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2674.166667,2595.55
5189121,Z0VR_111_GB_CTO,MRR02B/A,3.1GHz 6-core 8th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,512GB SSD,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2706.666667,2627.63
,NOT YET CONFIGURED,MRR02B/A,3.1GHz 6-core 8th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,512GB SSD,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2739.996667,2659.71
5184378,Z0VR_2000466515_CTO,MRR02B/A,3.1GHz 6-core 8th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,1TB SSD,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2749.166667,2669.73
,NOT YET CONFIGURED,MRR02B/A,3.1GHz 6-core 8th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,1TB SSD,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2782.496667,2701.81
5189122,Z0VR_112_GB_CTO,MRR02B/A,3.1GHz 6-core 8th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,1TB SSD,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2790.836667,2709.83
,NOT YET CONFIGURED,MRR02B/A,3.1GHz 6-core 8th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,1TB SSD,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2824.166667,2741.91
5189123,Z0VR_113_GB_CTO,MRR02B/A,3.1GHz 6-core 8th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,1TB SSD,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2856.666667,2773.99
,NOT YET CONFIGURED,MRR02B/A,3.1GHz 6-core 8th-generation Intel Core i5 processor,64GB 2666MHz DDR4 Memory,1TB SSD,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2889.996667,2806.07
5184327,Z0VR_2000411368_CTO,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,1TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,1,1999.166667,1939.91
,NOT YET CONFIGURED,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,1TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2032.496667,1971.99
5184406,Z0VR_50_GB_CTO,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,1TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2040.836667,1980.01
,NOT YET CONFIGURED,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,1TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2074.166667,2012.09
5184407,Z0VR_51_GB_CTO,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,1TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2106.666667,2044.17
,NOT YET CONFIGURED,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,1TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2139.996667,2076.25
5184339,Z0VR_2000413465_CTO,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,2TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2149.166667,2086.28
,NOT YET CONFIGURED,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,2TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2182.496667,2118.36
5184460,Z0VR_74_GB_CTO,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,2TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2190.836667,2126.38
,NOT YET CONFIGURED,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,2TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2224.166667,2158.46
5184471,Z0VR_75_GB_CTO,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,2TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2256.666667,2190.54
,NOT YET CONFIGURED,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,2TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2289.996667,2222.62
5184340,Z0VR_2000420045_CTO,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,3TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2224.166667,2158.46
,NOT YET CONFIGURED,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,3TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2257.496667,2190.54
5184472,Z0VR_76_GB_CTO,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,3TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2265.836667,2198.56
,NOT YET CONFIGURED,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,3TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2299.166667,2230.64
5184473,Z0VR_77_GB_CTO,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,3TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2331.666667,2262.72
,NOT YET CONFIGURED,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,3TB Fusion Drive,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2364.996667,2294.8
5184351,Z0VR_2000413466_CTO,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,256GB SSD,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2074.166667,2013.09
,NOT YET CONFIGURED,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,256GB SSD,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2107.496667,2045.17
5184474,Z0VR_78_GB_CTO,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,256GB SSD,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2115.836667,2053.19
,NOT YET CONFIGURED,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,256GB SSD,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2149.166667,2085.27
5184475,Z0VR_79_GB_CTO,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,256GB SSD,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2181.666667,2117.35
,NOT YET CONFIGURED,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,256GB SSD,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2214.996667,2149.43
5184352,Z0VR_2000414945_CTO,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,512GB SSD,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2224.166667,2158.46
5506732,Z0VV_2000472876_CTO,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,512GB SSD,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2257.496667,2190.54
5184476,Z0VR_80_GB_CTO,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,512GB SSD,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2265.836667,2198.56
,NOT YET CONFIGURED,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,512GB SSD,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2299.166667,2230.64
5184477,Z0VR_81_GB_CTO,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,512GB SSD,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2331.666667,2262.72
,NOT YET CONFIGURED,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,512GB SSD,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2364.996667,2294.8
5184353,Z0VR_2000419439_CTO,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,1TB SSD,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2374.166667,2304.82
,NOT YET CONFIGURED,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,1TB SSD,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2407.496667,2336.9
5184478,Z0VR_82_GB_CTO,MRR02B/A,"3.6GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz",8GB 2666MHz DDR4,1TB SSD,Radeon Pro 575X with 4GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2415.836667,2344.92
