SAP Num,Manufacturer part no.,Base model code,Processor,Memory,HDD,Graphics,Mouse and Trackpad,Keyboard Options,Power,Colour,Stock,ALP,DAC
5243165,Z0UR_2000415164_CTO,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",256GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,9295,9028.67
,NOT YET CONFIGURED,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",256GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,9336.67,9068.77
,NOT YET CONFIGURED,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",256GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,9419.17,9148.97
,NOT YET CONFIGURED,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",256GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,9407.5,9137.95
,NOT YET CONFIGURED,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",256GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,9449.17,9178.05
,NOT YET CONFIGURED,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",256GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,9531.67,9258.25
5350148,Z0UR_2000435136_CTO,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",256GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,9482.5,9065.76
,NOT YET CONFIGURED,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",256GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,9524.17,9105.86
,NOT YET CONFIGURED,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",256GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,9606.67,9186.06
,NOT YET CONFIGURED,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",256GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,9895,9466.76
,NOT YET CONFIGURED,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",256GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,9936.67,9506.86
,NOT YET CONFIGURED,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",256GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,10019.17,9587.06
,NOT YET CONFIGURED,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",256GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,10007.5,9576.04
,NOT YET CONFIGURED,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",256GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,10049.17,9616.14
,NOT YET CONFIGURED,MQ2Y2B/A,"3.0GHz 10-core Intel Xeon W processor, Turbo Boost up to 4.5GHz",256GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,10131.67,9696.34
4573695,Z0UR_2000332471_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",32GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,5282.5,5126.92
4573847,Z0UR_2000334065_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",32GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,5324.17,5167.02
4573848,Z0UR_2000334066_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",32GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,5406.67,5247.22
4573732,Z0UR_2000332165_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",32GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,5695,5527.92
4573776,Z0UR_2000334136_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",32GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,5736.67,5568.02
4573777,Z0UR_2000334137_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",32GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,5819.17,5648.22
5240989,Z0UR_2000415078_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",32GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,5807.5,5637.2
,NOT YET CONFIGURED,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",32GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,5849.17,5677.3
,NOT YET CONFIGURED,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",32GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,5931.67,5757.5
4573710,Z0UR_2000332486_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",32GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,5582.5,5418.65
4573875,Z0UR_2000334092_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",32GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,5624.17,5458.75
4573876,Z0UR_2000334093_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",32GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,5706.67,5538.95
4573746,Z0UR_2000332177_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",32GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,5995,5819.65
4573804,Z0UR_2000333008_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",32GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6036.67,5859.75
4573805,Z0UR_2000333007_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",32GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6119.17,5939.95
,NOT YET CONFIGURED,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",32GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6107.5,5928.93
,NOT YET CONFIGURED,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",32GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6149.17,5969.03
,NOT YET CONFIGURED,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",32GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6231.67,6049.23
4573711,Z0UR_2000332487_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",32GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6182.5,5856.74
4573877,Z0UR_2000334094_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",32GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6224.17,5896.84
4573878,Z0UR_2000334095_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",32GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6306.67,5977.04
4573747,Z0UR_2000332178_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",32GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6595,6257.74
4573806,Z0UR_2000333006_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",32GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6636.67,6297.84
4573807,Z0UR_2000333004_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",32GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6719.17,6378.04
,NOT YET CONFIGURED,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",32GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6707.5,6367.02
,NOT YET CONFIGURED,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",32GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6749.17,6407.12
,NOT YET CONFIGURED,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",32GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6831.67,6487.32
4573702,Z0UR_2000332477_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",64GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,5582.5,5418.65
4573859,Z0UR_2000334076_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",64GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,5624.17,5458.75
4573860,Z0UR_2000334077_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",64GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,5706.67,5538.95
4573738,Z0UR_2000332169_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",64GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,5995,5819.65
4573789,Z0UR_2000333368_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",64GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6036.67,5859.75
4573790,Z0UR_2000333367_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",64GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6119.17,5939.95
5408922,Z0UR_2000448991_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",64GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6107.5,5928.93
,NOT YET CONFIGURED,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",64GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6149.17,5969.03
,NOT YET CONFIGURED,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",64GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6231.67,6049.23
4573722,Z0UR_2000332498_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",64GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,5882.5,5710.38
4573899,Z0UR_2000334116_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",64GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,5924.17,5750.48
4573900,Z0UR_2000334117_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",64GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6006.67,5830.68
4573758,Z0UR_2000347257_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",64GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6295,6111.38
4573828,Z0UR_2000333266_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",64GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6336.67,6151.48
4573829,Z0UR_2000333265_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",64GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6419.17,6231.68
5288355,Z0UR_ 2000446299_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",64GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6407.5,6220.66
,NOT YET CONFIGURED,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",64GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6449.17,6260.76
,NOT YET CONFIGURED,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",64GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6531.67,6340.96
4573723,Z0UR_2000332499_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",64GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6482.5,6148.47
4573901,Z0UR_2000334118_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",64GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6524.17,6188.57
4573902,Z0UR_2000334119_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",64GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6606.67,6268.77
4573759,Z0UR_2000332193_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",64GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6895,6549.47
4573830,Z0UR_2000333264_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",64GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6936.67,6589.57
4573831,Z0UR_2000333263_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",64GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,7019.17,6669.77
,NOT YET CONFIGURED,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",64GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,7007.5,6658.75
