"SAP Num","Manufacturer part no.","Base model code","Processor","Memory","HDD","Graphics","Keyboard Options","Power","Colour","Stock","ALP","DAC"
5512490,"Z0XZ_76_UK_CTO","MVVJ2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","32GB 2666MHz DDR4 memory","4TB SSD storage","AMD Radeon Pro 5500M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey",0,3532.5,3358.64
5512712,"Z0XZ_84_UK_CTO","MVVJ2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","32GB 2666MHz DDR4 memory","4TB SSD storage","AMD Radeon Pro 5500M with 8GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey",0,3607.5,3430.82
5512898,"Z0XZ_53_UK_CTO","MVVJ2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","32GB 2666MHz DDR4 memory","8TB SSD storage","AMD Radeon Pro 5300M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey",0,4357.5,4144.61
5512491,"Z0XZ_77_UK_CTO","MVVJ2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","32GB 2666MHz DDR4 memory","8TB SSD storage","AMD Radeon Pro 5500M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey",0,4432.5,4215.79
5512713,"Z0XZ_85_UK_CTO","MVVJ2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","32GB 2666MHz DDR4 memory","8TB SSD storage","AMD Radeon Pro 5500M with 8GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey",0,4507.5,4287.97
5512698,"Z0XZ_2000480656_CTO","MVVJ2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","64GB 2666MHz DDR4 memory","512GB SSD storage","AMD Radeon Pro 5300M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey",0,2857.5,2716.04
5512742,"Z0XZ_15_UK_CTO","MVVJ2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","64GB 2666MHz DDR4 memory","512GB SSD storage","AMD Radeon Pro 5500M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey",0,2932.5,2787.22
5512744,"Z0XZ_2000478152_CTO","MVVJ2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","64GB 2666MHz DDR4 memory","512GB SSD storage","AMD Radeon Pro 5500M with 8GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey",4,3007.5,2859.4
5512899,"Z0XZ_2000479794_CTO","MVVJ2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","64GB 2666MHz DDR4 memory","1TB SSD storage","AMD Radeon Pro 5300M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey",0,3007.5,2859.4
5512492,"Z0XZ_2000478657_CTO","MVVJ2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","64GB 2666MHz DDR4 memory","1TB SSD storage","AMD Radeon Pro 5500M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey",0,3082.5,2930.58
5512714,"Z0XZ_2000478151_CTO","MVVJ2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","64GB 2666MHz DDR4 memory","1TB SSD storage","AMD Radeon Pro 5500M with 8GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey",0,3157.5,3002.76
5512928,"Z0XZ_55_UK_CTO","MVVJ2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","64GB 2666MHz DDR4 memory","2TB SSD storage","AMD Radeon Pro 5300M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey",0,3307.5,3145.11
5512493,"Z0XZ_79_UK_CTO","MVVJ2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","64GB 2666MHz DDR4 memory","2TB SSD storage","AMD Radeon Pro 5500M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey",0,3382.5,3216.29
5512715,"Z0XZ_2000478283_CTO","MVVJ2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","64GB 2666MHz DDR4 memory","2TB SSD storage","AMD Radeon Pro 5500M with 8GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey",0,3457.5,3288.47
5512929,"Z0XZ_2000486433_CTO","MVVJ2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","64GB 2666MHz DDR4 memory","4TB SSD storage","AMD Radeon Pro 5300M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey",0,3757.5,3573.18
5512708,"Z0XZ_2000481457_CTO","MVVJ2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","64GB 2666MHz DDR4 memory","4TB SSD storage","AMD Radeon Pro 5500M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey",0,3832.5,3644.36
5512716,"Z0XZ_2000478284_CTO","MVVJ2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","64GB 2666MHz DDR4 memory","4TB SSD storage","AMD Radeon Pro 5500M with 8GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey",0,3907.5,3716.54
5512930,"Z0XZ_57_UK_CTO","MVVJ2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","64GB 2666MHz DDR4 memory","8TB SSD storage","AMD Radeon Pro 5300M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey",0,4657.5,4430.33
5512709,"Z0XZ_81_UK_CTO","MVVJ2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","64GB 2666MHz DDR4 memory","8TB SSD storage","AMD Radeon Pro 5500M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey",0,4732.5,4501.51
5512717,"Z0XZ_2000483609_CTO","MVVJ2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","64GB 2666MHz DDR4 memory","8TB SSD storage","AMD Radeon Pro 5500M with 8GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey",0,4807.5,4573.69
5507894,"MVVL2B/A","MVVL2B/A","2.6GHz 6-core 9th-generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","16GB 2666MHz DDR4 memory","512GB SSD storage","AMD Radeon Pro 5300M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",110,1999.17,1899
5518624,"Z0Y1_2000475501_CTO","MVVL2B/A","2.6GHz 6-core 9th-generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","16GB 2666MHz DDR4 memory","512GB SSD storage","AMD Radeon Pro 5500M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,2074.17,1970.18
5518625,"Z0Y1_3_UK_CTO","MVVL2B/A","2.6GHz 6-core 9th-generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","16GB 2666MHz DDR4 memory","512GB SSD storage","AMD Radeon Pro 5500M with 8GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,2149.17,2042.36
5518046,"Z0Y1_2000475499_CTO","MVVL2B/A","2.6GHz 6-core 9th-generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","16GB 2666MHz DDR4 memory","1TB SSD storage","AMD Radeon Pro 5300M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,2149.17,2042.36
5518054,"Z0Y1_2000478125_CTO","MVVL2B/A","2.6GHz 6-core 9th-generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","16GB 2666MHz DDR4 memory","1TB SSD storage","AMD Radeon Pro 5500M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,2224.17,2113.54
5518281,"Z0Y1_30_UK_CTO","MVVL2B/A","2.6GHz 6-core 9th-generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","16GB 2666MHz DDR4 memory","1TB SSD storage","AMD Radeon Pro 5500M with 8GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,2299.17,2185.72
5518047,"Z0Y1_2000478644_CTO","MVVL2B/A","2.6GHz 6-core 9th-generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","16GB 2666MHz DDR4 memory","2TB SSD storage","AMD Radeon Pro 5300M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,2449.17,2328.07
5518055,"Z0Y1_27_UK_CTO","MVVL2B/A","2.6GHz 6-core 9th-generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","16GB 2666MHz DDR4 memory","2TB SSD storage","AMD Radeon Pro 5500M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,2524.17,2399.25
5518282,"Z0Y1_31_UK_CTO","MVVL2B/A","2.6GHz 6-core 9th-generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","16GB 2666MHz DDR4 memory","2TB SSD storage","AMD Radeon Pro 5500M with 8GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,2599.17,2471.43
5518048,"Z0Y1_20_UK_CTO","MVVL2B/A","2.6GHz 6-core 9th-generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","16GB 2666MHz DDR4 memory","4TB SSD storage","AMD Radeon Pro 5300M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,2899.17,2756.14
5518279,"Z0Y1_28_UK_CTO","MVVL2B/A","2.6GHz 6-core 9th-generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","16GB 2666MHz DDR4 memory","4TB SSD storage","AMD Radeon Pro 5500M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,2974.17,2827.32
5518283,"Z0Y1_32_UK_CTO","MVVL2B/A","2.6GHz 6-core 9th-generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","16GB 2666MHz DDR4 memory","4TB SSD storage","AMD Radeon Pro 5500M with 8GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,3049.17,2899.5
5518049,"Z0Y1_21_UK_CTO","MVVL2B/A","2.6GHz 6-core 9th-generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","16GB 2666MHz DDR4 memory","8TB SSD storage","AMD Radeon Pro 5300M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,3799.17,3613.29
5518280,"Z0Y1_29_UK_CTO","MVVL2B/A","2.6GHz 6-core 9th-generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","16GB 2666MHz DDR4 memory","8TB SSD storage","AMD Radeon Pro 5500M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,3874.17,3684.47
5518284,"Z0Y1_33_UK_CTO","MVVL2B/A","2.6GHz 6-core 9th-generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","16GB 2666MHz DDR4 memory","8TB SSD storage","AMD Radeon Pro 5500M with 8GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,3949.17,3756.65
5518628,"Z0Y1_2000475502_CTO","MVVL2B/A","2.6GHz 6-core 9th-generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","32GB 2666MHz DDR4 memory","512GB SSD storage","AMD Radeon Pro 5300M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,2299.17,2184.71
5518653,"Z0Y1_10_UK_CTO","MVVL2B/A","2.6GHz 6-core 9th-generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","32GB 2666MHz DDR4 memory","512GB SSD storage","AMD Radeon Pro 5500M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,2374.17,2255.89
5518655,"Z0Y1_12_UK_CTO","MVVL2B/A","2.6GHz 6-core 9th-generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","32GB 2666MHz DDR4 memory","512GB SSD storage","AMD Radeon Pro 5500M with 8GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,2449.17,2328.07
5518322,"Z0Y1_2000478158_CTO","MVVL2B/A","2.6GHz 6-core 9th-generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","32GB 2666MHz DDR4 memory","1TB SSD storage","AMD Radeon Pro 5300M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,2449.17,2328.07
5518398,"Z0Y1_58_UK_CTO","MVVL2B/A","2.6GHz 6-core 9th-generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","32GB 2666MHz DDR4 memory","1TB SSD storage","AMD Radeon Pro 5500M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,2524.17,2399.25
5518406,"Z0Y1_66_UK_CTO","MVVL2B/A","2.6GHz 6-core 9th-generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","32GB 2666MHz DDR4 memory","1TB SSD storage","AMD Radeon Pro 5500M with 8GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,2599.17,2471.43
5518323,"Z0Y1_43_UK_CTO","MVVL2B/A","2.6GHz 6-core 9th-generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","32GB 2666MHz DDR4 memory","2TB SSD storage","AMD Radeon Pro 5300M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,2749.17,2613.78
5518399,"Z0Y1_59_UK_CTO","MVVL2B/A","2.6GHz 6-core 9th-generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","32GB 2666MHz DDR4 memory","2TB SSD storage","AMD Radeon Pro 5500M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,2824.17,2684.96
5518407,"Z0Y1_67_UK_CTO","MVVL2B/A","2.6GHz 6-core 9th-generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","32GB 2666MHz DDR4 memory","2TB SSD storage","AMD Radeon Pro 5500M with 8GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,2899.17,2757.14
5518324,"Z0Y1_44_UK_CTO","MVVL2B/A","2.6GHz 6-core 9th-generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","32GB 2666MHz DDR4 memory","4TB SSD storage","AMD Radeon Pro 5300M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,3199.17,3041.85
5518400,"Z0Y1_60_UK_CTO","MVVL2B/A","2.6GHz 6-core 9th-generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","32GB 2666MHz DDR4 memory","4TB SSD storage","AMD Radeon Pro 5500M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,3274.17,3113.03
5518438,"Z0Y1_68_UK_CTO","MVVL2B/A","2.6GHz 6-core 9th-generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","32GB 2666MHz DDR4 memory","4TB SSD storage","AMD Radeon Pro 5500M with 8GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,3349.17,3185.21
5518325,"Z0Y1_45_UK_CTO","MVVL2B/A","2.6GHz 6-core 9th-generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","32GB 2666MHz DDR4 memory","8TB SSD storage","AMD Radeon Pro 5300M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,4099.17,3899
5518401,"Z0Y1_61_UK_CTO","MVVL2B/A","2.6GHz 6-core 9th-generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","32GB 2666MHz DDR4 memory","8TB SSD storage","AMD Radeon Pro 5500M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,4174.17,3970.18
5518439,"Z0Y1_69_UK_CTO","MVVL2B/A","2.6GHz 6-core 9th-generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","32GB 2666MHz DDR4 memory","8TB SSD storage","AMD Radeon Pro 5500M with 8GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,4249.17,4042.36
5518629,"Z0Y1_7_UK_CTO","MVVL2B/A","2.6GHz 6-core 9th-generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","64GB 2666MHz DDR4 memory","512GB SSD storage","AMD Radeon Pro 5300M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,2599.17,2470.43
5518654,"Z0Y1_11_UK_CTO","MVVL2B/A","2.6GHz 6-core 9th-generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","64GB 2666MHz DDR4 memory","512GB SSD storage","AMD Radeon Pro 5500M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,2674.17,2541.61
5518656,"Z0Y1_13_UK_CTO","MVVL2B/A","2.6GHz 6-core 9th-generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","64GB 2666MHz DDR4 memory","512GB SSD storage","AMD Radeon Pro 5500M with 8GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,2749.17,2613.79
5518326,"Z0Y1_46_UK_CTO","MVVL2B/A","2.6GHz 6-core 9th-generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","64GB 2666MHz DDR4 memory","1TB SSD storage","AMD Radeon Pro 5300M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,2749.17,2613.79
5518402,"Z0Y1_62_UK_CTO","MVVL2B/A","2.6GHz 6-core 9th-generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","64GB 2666MHz DDR4 memory","1TB SSD storage","AMD Radeon Pro 5500M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,2824.17,2684.97
5518440,"Z0Y1_70_UK_CTO","MVVL2B/A","2.6GHz 6-core 9th-generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","64GB 2666MHz DDR4 memory","1TB SSD storage","AMD Radeon Pro 5500M with 8GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,2899.17,2757.15
5518327,"Z0Y1_47_UK_CTO","MVVL2B/A","2.6GHz 6-core 9th-generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","64GB 2666MHz DDR4 memory","2TB SSD storage","AMD Radeon Pro 5300M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,3049.17,2899.5
5518403,"Z0Y1_63_UK_CTO","MVVL2B/A","2.6GHz 6-core 9th-generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","64GB 2666MHz DDR4 memory","2TB SSD storage","AMD Radeon Pro 5500M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,3124.17,2970.68
5518441,"Z0Y1_71_UK_CTO","MVVL2B/A","2.6GHz 6-core 9th-generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","64GB 2666MHz DDR4 memory","2TB SSD storage","AMD Radeon Pro 5500M with 8GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,3199.17,3042.86
5518358,"Z0Y1_48_UK_CTO","MVVL2B/A","2.6GHz 6-core 9th-generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","64GB 2666MHz DDR4 memory","4TB SSD storage","AMD Radeon Pro 5300M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,3499.17,3327.57
5518404,"Z0Y1_64_UK_CTO","MVVL2B/A","2.6GHz 6-core 9th-generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","64GB 2666MHz DDR4 memory","4TB SSD storage","AMD Radeon Pro 5500M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,3574.17,3398.75
5518442,"Z0Y1_72_UK_CTO","MVVL2B/A","2.6GHz 6-core 9th-generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","64GB 2666MHz DDR4 memory","4TB SSD storage","AMD Radeon Pro 5500M with 8GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,3649.17,3470.93
5518359,"Z0Y1_49_UK_CTO","MVVL2B/A","2.6GHz 6-core 9th-generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","64GB 2666MHz DDR4 memory","8TB SSD storage","AMD Radeon Pro 5300M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,4399.17,4184.72
5518405,"Z0Y1_65_UK_CTO","MVVL2B/A","2.6GHz 6-core 9th-generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","64GB 2666MHz DDR4 memory","8TB SSD storage","AMD Radeon Pro 5500M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,4474.17,4255.9
5518443,"Z0Y1_73_UK_CTO","MVVL2B/A","2.6GHz 6-core 9th-generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","64GB 2666MHz DDR4 memory","8TB SSD storage","AMD Radeon Pro 5500M with 8GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,4549.17,4328.08
5518623,"Z0Y1_2000478292_CTO","MVVL2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","16GB 2666MHz DDR4 memory","512GB SSD storage","AMD Radeon Pro 5300M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,2257.5,2144.61
5518626,"Z0Y1_4_UK_CTO","MVVL2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","16GB 2666MHz DDR4 memory","512GB SSD storage","AMD Radeon Pro 5500M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,2332.5,2215.79
5518627,"Z0Y1_5_UK_CTO","MVVL2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","16GB 2666MHz DDR4 memory","512GB SSD storage","AMD Radeon Pro 5500M with 8GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,2407.5,2287.97
5518050,"Z0Y1_22_UK_CTO","MVVL2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","16GB 2666MHz DDR4 memory","1TB SSD storage","AMD Radeon Pro 5300M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,2407.5,2287.97
5518285,"Z0Y1_34_UK_CTO","MVVL2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","16GB 2666MHz DDR4 memory","1TB SSD storage","AMD Radeon Pro 5500M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,2482.5,2359.15
5518318,"Z0Y1_38_UK_CTO","MVVL2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","16GB 2666MHz DDR4 memory","1TB SSD storage","AMD Radeon Pro 5500M with 8GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,2557.5,2431.33
5518051,"Z0Y1_23_UK_CTO","MVVL2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","16GB 2666MHz DDR4 memory","2TB SSD storage","AMD Radeon Pro 5300M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,2707.5,2573.68
5518286,"Z0Y1_35_UK_CTO","MVVL2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","16GB 2666MHz DDR4 memory","2TB SSD storage","AMD Radeon Pro 5500M with 4GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,2782.5,2644.86
5518319,"Z0Y1_39_UK_CTO","MVVL2B/A","2.4GHz 8-core 9th-generation Intel Core i9 processor, Turbo Boost up to 5.0GHz","16GB 2666MHz DDR4 memory","2TB SSD storage","AMD Radeon Pro 5500M with 8GB of GDDR6 memory","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver",0,2857.5,2717.04
